disposition,num_stars,num_planets,discover_method,disc_facility,orbital_period,planet_radius,st_spectype,stellar_temp,stellar_radius,stellar_mass,stellar_surface_gravity,right_ascension,declination,system_distance,sy_vmag,sy_kmag,sy_gaiamag
FALSE POSITIVE,1,0,Transit,K2,9.148701,,0,6072.0,1.8215,1.13,3.97029,129.5703396,24.5120206,599.545,12.246,10.803,12.128
CANDIDATE,1,0,Transit,K2,1.190316,,0,3420.0,0.335,,4.916,131.0553251,24.5162853,157.625,16.87,12.747,15.8929
FALSE POSITIVE,1,0,Transit,K2,2.724469,,0,6707.0,1.60222,1.42,4.18091,130.2720943,24.5424323,2967.26,15.639,14.182,15.4373
FALSE POSITIVE,1,0,Transit,K2,12.886147,,0,5033.0,0.805017,0.84,4.55074,132.9302232,24.6172215,278.166,13.375,11.196,13.1188
FALSE POSITIVE,1,0,Transit,K2,0.723102,,0,5897.77,1.19162,1.07,4.31518,131.5960511,24.7569414,700.399,13.478,11.898,13.4893
CANDIDATE,1,0,Transit,K2,6.924808,8.5,0,5300.0,0.795,,4.55,131.7746924,24.9394118,767.471,15.539,13.408,15.1695
FALSE POSITIVE,1,0,Transit,K2,0.526018,,0,3614.0,0.671247,0.642823,4.59239,133.8758538,25.0205528,265.78,14.09,11.807,15.258
CANDIDATE,1,0,Transit,K2,1.190354,,0,6350.0,2.407,,3.88,131.0673398,25.0757683,329.005,10.152,8.872,10.1093
FALSE POSITIVE,1,0,Transit,K2,0.793048,,0,5459.0,1.76335,0.95,3.92312,131.8385066,25.1656263,888.636,13.723,11.814,13.5606
FALSE POSITIVE,1,0,Transit,K2,0.594392,,0,5552.0,,,,130.4122681,25.1826645,913.25,15.331,13.595,15.3063
FALSE POSITIVE,1,0,Transit,K2,1.160308,,0,4331.0,0.883616,0.677,4.37613,130.7070546,25.1910877,228.349,14.001,10.76,13.3883
CANDIDATE,1,0,Transit,K2,5.190254,,0,3120.0,0.645,,3.97,132.092118,25.2432742,207.293,17.27,12.255,16.0693
CANDIDATE,1,0,Transit,K2,11.480611,23.562,1,4692.0,5.415,1.48,3.138,132.7036152,25.3174101,2622.55,14.69,12.002,14.4279
FALSE POSITIVE,1,0,Transit,K2,0.59812,,0,4142.0,0.935307,0.65,4.30907,130.1406047,25.3181929,323.769,14.821,11.51,14.3479
CANDIDATE,1,0,Transit,K2,1.095841,,0,5920.0,1.906,,3.996,131.6535145,25.3374544,908.898,13.424,11.72,13.1782
CANDIDATE,1,0,Transit,K2,1.717,,0,6049.0,1.69089,1.13,4.03491,207.7914221,-18.4617958,941.744,13.675,11.899,13.3498
CANDIDATE,1,0,Transit,K2,0.7165461,25.5,0,,1.754,,,207.7914221,-18.4617958,941.744,13.675,11.899,13.3498
CANDIDATE,1,0,Transit,K2,12.426,,0,5926.0,1.34653,1.08,4.21306,207.1245787,-18.1966339,936.196,14.319,12.497,13.9996
CANDIDATE,1,0,Transit,K2,16.715029,3.402,1,5406.0,0.854,0.821,4.49,205.9042638,-18.0237509,376.519,13.765,11.624,13.6787
CANDIDATE,1,0,Transit,K2,2.76294135,,0,5794.0,0.787867,1.04,4.66219,205.1470099,-17.6951755,348.015,13.294,11.53,13.1627
CONFIRMED,1,2,Transit,K2,2.289363,1.48,0,5171.0,0.8,0.83,4.55,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CONFIRMED,1,2,Transit,K2,2.28943,1.323,0,,,0.829,,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CONFIRMED,1,2,Transit,K2,2.28896,1.83,0,,0.749,,,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CONFIRMED,1,2,Transit,K2,5.21378,2.29,0,,0.749,,,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CONFIRMED,1,2,Transit,K2,5.213965,2.27,0,5171.0,0.8,0.83,4.55,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CONFIRMED,1,2,Transit,K2,5.213,,0,5008.0,0.776343,0.831,4.57756,207.2061241,-17.6098985,418.395,14.611,12.186,14.1864
CANDIDATE,1,0,Transit,K2,1.225,,0,5222.0,0.836336,0.89,4.5427,201.4621196,-17.4831758,461.318,14.447,12.122,14.1098
CANDIDATE,1,0,Transit,K2,0.595621,0.58303133,0,5338.0,0.863058,,4.51,202.9589465,-17.430656,80.3025,10.127,7.912,9.84344
CANDIDATE,1,0,Transit,K2,1.605718,16.0,0,,1.9,,,204.3052548,-17.3974158,551.776,15.054,12.448,14.4072
CANDIDATE,1,0,Transit,K2,6.669,,0,5048.0,0.871771,0.84,4.48154,208.0779538,-17.2255152,453.754,14.473,12.092,14.046
CANDIDATE,1,0,Transit,K2,17.788652,47.8,0,,0.76,,,199.9766096,-17.1811426,805.825,14.939,12.762,14.5983
CANDIDATE,1,0,Transit,K2,12.9348816,,0,,,,,203.0872028,-17.0612731,375.092,14.683,12.175,14.3986
CANDIDATE,1,0,Transit,K2,12.93562,33.6,0,,1.511,,,203.0872028,-17.0612731,375.092,14.683,12.175,14.3986
CANDIDATE,1,0,Transit,K2,51.735,15.3,0,,1.511,,,203.0872028,-17.0612731,375.092,14.683,12.175,14.3986
CANDIDATE,1,0,Transit,K2,34.144,,0,5690.0,1.68987,1.01,3.98668,204.641935,-16.9101076,1138.25,14.511,12.467,14.0925
CANDIDATE,1,0,Transit,K2,34.1365,10.54,0,,1.791,,,204.641935,-16.9101076,1138.25,14.511,12.467,14.0925
CANDIDATE,1,0,Transit,K2,3.56467,1.62,0,,0.564,,,207.9868012,-16.7067415,267.728,15.294,12.002,14.732
CANDIDATE,1,0,Transit,K2,21.0791,2.71,0,,1.362,,,205.8941425,-16.6906686,569.102,13.091,11.309,12.8021
CANDIDATE,1,0,Transit,K2,4.17458,1.08,0,,0.28,,,208.3794531,-16.6597257,177.501,15.832,11.655,15.002
CANDIDATE,1,0,Transit,K2,4.174,,0,3620.0,0.539055,0.535304,4.7034,208.3794531,-16.6597257,177.501,15.832,11.655,15.002
CANDIDATE,1,0,Transit,K2,15.9489,2.48,0,,1.29,,,206.18678,-16.2174553,620.59,13.347,11.696,13.0054
CANDIDATE,1,0,Transit,K2,2.548,,0,3545.0,0.515866,0.513515,4.72355,201.6867614,-16.1053809,132.918,15.506,11.165,14.5263
CANDIDATE,1,0,Transit,K2,2.55068936,,0,3545.0,0.515866,0.513515,4.72355,201.6867614,-16.1053809,132.918,15.506,11.165,14.5263
CANDIDATE,1,0,Transit,K2,2.549,,0,,,,,201.6629627,-16.0949766,,14.437,11.967,14.388
CANDIDATE,1,0,Transit,K2,2.55234671,,0,,,,,201.6629627,-16.0949766,,14.437,11.967,14.388
CANDIDATE,1,0,Transit,K2,2.500285,64.215,1,6051.0,2.481,1.936,3.934,204.9970365,-16.0828568,308.895,9.99,8.724,9.86752
CANDIDATE,1,0,Transit,K2,0.6962935,3.85,0,,1.107,,,200.769792,-15.8187466,380.58,13.472,11.054,13.1728
CANDIDATE,1,0,Transit,K2,22.446,,0,4118.0,0.693527,0.645,4.5655,201.2720189,-15.6251955,333.063,15.724,12.34,15.1145
CANDIDATE,1,0,Transit,K2,26.147,,0,5442.0,0.811187,0.949,4.59709,200.3561232,-15.3772776,336.109,13.426,11.467,13.1609
CANDIDATE,1,0,Transit,K2,26.143,2.52,0,,0.8091,,,200.3561232,-15.3772776,336.109,13.426,11.467,13.1609
CANDIDATE,1,0,Transit,K2,14.452,,0,6318.0,1.11514,1.24,4.43683,210.5470248,-15.069495,367.105,11.922,10.773,12.0649
CANDIDATE,1,0,Transit,K2,36.152,,0,6318.0,1.11514,1.24,4.43683,210.5470248,-15.069495,367.105,11.922,10.773,12.0649
CANDIDATE,1,0,Transit,K2,6.16596,,0,5882.0,1.3,,,202.5628516,-15.004401,391.87,11.971,10.727,12.0169
CANDIDATE,1,0,Transit,K2,46.4221,2.66,0,,0.893,,,203.6288001,-14.9473302,485.771,13.918,11.951,13.7025
CANDIDATE,1,0,Transit,K2,46.423,,0,5642.0,0.851697,1.0,4.5775,203.6288001,-14.9473302,485.771,13.918,11.951,13.7025
CANDIDATE,1,0,Transit,K2,1.852487,36.8,0,,2.479,,,200.629388,-14.7658933,672.634,11.947,10.447,11.6682
CANDIDATE,1,0,Transit,K2,3.746332,1.638,1,4395.0,0.726,0.795,4.615,201.2040701,-14.6943019,358.223,14.945,12.13,14.5838
CANDIDATE,1,0,Transit,K2,28.24765,38.5,0,,3.57,,,201.6526072,-14.4257998,1277.94,13.614,11.033,13.2152
CANDIDATE,1,0,Transit,K2,25.3606,3.11,0,,0.815,,,200.818058,-14.4242673,521.039,14.805,12.615,14.5364
CANDIDATE,1,0,Transit,K2,15.7086,1.96,0,,0.595,,,200.3573836,-14.4065123,291.378,14.348,11.689,14.0679
CANDIDATE,1,0,Transit,K2,9.886,1.59,0,,0.595,,,200.3573836,-14.4065123,291.378,14.348,11.689,14.0679
CONFIRMED,1,1,Transit,K2,18.0983,2.17,0,,,1.106,,202.3313765,-14.3594358,611.804,13.441,11.775,13.2026
CONFIRMED,1,1,Transit,K2,18.0971,2.21,0,,1.2247,,,202.3313765,-14.3594358,611.804,13.441,11.775,13.2026
CANDIDATE,1,1,Transit,K2,12.0156,2.81,0,,1.2247,,,202.3313765,-14.3594358,611.804,13.441,11.775,13.2026
CANDIDATE,1,1,Transit,K2,12.012,,0,5915.0,1.21834,1.08,4.29996,202.3313765,-14.3594358,611.804,13.441,11.775,13.2026
CANDIDATE,1,0,Transit,K2,0.946,,0,5336.0,0.801858,0.92,4.59366,204.3695477,-14.3488709,590.452,14.698,12.72,14.5285
CANDIDATE,1,0,Transit,K2,0.946033,1.81,0,,0.827,,,204.3695477,-14.3488709,590.452,14.698,12.72,14.5285
CANDIDATE,1,0,Transit,K2,0.94599529,,0,5336.0,0.801858,0.92,4.59366,204.3695477,-14.3488709,590.452,14.698,12.72,14.5285
CANDIDATE,1,0,Transit,K2,2.667929,50.7,0,,0.94,,,203.628266,-14.2716133,440.68,12.775,10.976,12.573
CANDIDATE,1,0,Transit,K2,1.063,,0,,,,,204.298679,-14.1806008,657.203,13.371,11.845,
CANDIDATE,1,0,Transit,K2,0.531704,2.0,0,,1.06,,,204.298679,-14.1806008,657.203,13.371,11.845,
CANDIDATE,1,0,Transit,K2,0.531684,2.13,0,,1.29,,,204.298679,-14.1806008,657.203,13.371,11.845,
CANDIDATE,1,0,Transit,K2,24.006249,23.826,1,6150.0,1.506,1.214,4.165,200.636318,-14.1493687,289.723,19.65,13.92,17.7746
CANDIDATE,1,0,Transit,K2,1.11562824,,0,5806.0,1.09339,1.04,4.37755,202.1307681,-14.1262594,361.175,12.605,10.907,12.3532
CANDIDATE,1,0,Transit,K2,1.115563,1.29,0,,0.98,,,202.1307681,-14.1262594,361.175,12.605,10.907,12.3532
CANDIDATE,1,0,Transit,K2,1.115,,0,5806.0,1.09339,1.04,4.37755,202.1307681,-14.1262594,361.175,12.605,10.907,12.3532
CANDIDATE,1,0,Transit,K2,1.115485,1.6,0,,1.1,,,202.1307681,-14.1262594,361.175,12.605,10.907,12.3532
CANDIDATE,1,0,Transit,K2,24.462656,13.6,0,,0.68,,,209.40894,-13.9427014,928.672,13.478,10.693,13.1347
CANDIDATE,1,0,Transit,K2,24.482,28.2,0,,2.763,,,209.40894,-13.9427014,928.672,13.478,10.693,13.1347
CANDIDATE,1,0,Transit,K2,0.779,,0,,,,,205.0089966,-13.9320171,,16.034,11.197,14.9494
CANDIDATE,1,0,Transit,K2,0.77923,0.87,0,,,,,205.0089966,-13.9320171,,16.034,11.197,14.9494
CANDIDATE,1,0,Transit,K2,12.666,,0,5690.0,0.948236,1.01,4.48856,211.4712473,-13.7793982,697.264,14.506,12.612,14.2814
CANDIDATE,1,0,Transit,K2,0.876,,0,5849.0,1.49707,1.06,4.11289,203.6372848,-13.7126707,599.351,12.94,11.256,12.7204
CANDIDATE,1,0,Transit,K2,3.26945,3.9,0,,0.276,,,198.5529306,-13.7068228,170.258,19.27,13.59,17.5202
CANDIDATE,1,0,Transit,K2,3.269,,0,3201.0,0.263126,0.235199,4.96918,198.5529306,-13.7068228,170.258,19.27,13.59,17.5202
CANDIDATE,1,0,Transit,K2,4.07337,0.928,0,,0.794,,,199.6708697,-13.4961732,154.177,12.211,9.908,11.9581
CANDIDATE,1,0,Transit,K2,21.6768,2.87,0,,1.003,,,198.9124602,-12.8270262,618.856,14.024,12.306,13.8233
CANDIDATE,1,0,Transit,K2,21.677,,0,5751.0,0.968677,1.03,4.47855,198.9124602,-12.8270262,618.856,14.024,12.306,13.8233
CANDIDATE,1,0,Transit,K2,6.80213,1.82,0,,0.379,,,197.6597732,-12.7798456,112.258,16.67,11.698,15.0956
CANDIDATE,1,0,Transit,K2,6.883,,0,4900.0,1.76623,,,207.4185115,-12.7382191,2424.48,16.646,14.121,16.383
CANDIDATE,1,0,Transit,K2,6.88385,8.3,0,,0.743,,,207.4185115,-12.7382191,2424.48,16.646,14.121,16.383
CONFIRMED,1,1,Transit,K2,34.885,1.6,0,,,0.912,,202.488752,-12.7347749,283.29,13.672,11.366,13.3118
CANDIDATE,1,1,Transit,K2,15.381,,0,5079.0,0.752111,0.85,4.61492,202.488752,-12.7347749,283.29,13.672,11.366,13.3118
CANDIDATE,1,1,Transit,K2,15.3866,2.41,0,,0.758,,,202.488752,-12.7347749,283.29,13.672,11.366,13.3118
CANDIDATE,1,0,Transit,K2,11.52898,3.93,0,,0.533,,,204.3571304,-12.2111141,235.002,17.73,12.634,16.0427
CANDIDATE,1,0,Transit,K2,3.44791,1.46,0,,0.637,,,205.9108687,-12.2014333,194.771,14.206,11.062,13.6712
CANDIDATE,1,0,Transit,K2,14.4307,2.28,0,,0.986,,,203.5568283,-12.1919577,469.49,13.255,11.688,13.03
CANDIDATE,1,0,Transit,K2,8.121,,0,5672.0,1.04659,1.01,4.40284,202.131366,-12.1073328,688.583,14.238,12.464,13.9192
CANDIDATE,1,0,Transit,K2,8.12088,2.69,0,,1.101,,,202.131366,-12.1073328,688.583,14.238,12.464,13.9192
CANDIDATE,1,0,Transit,K2,13.485,1.67,0,,0.879,,,205.7330059,-11.9943775,368.464,13.437,11.326,13.1083
CANDIDATE,1,0,Transit,K2,13.484958,1.56669509,0,5378.0,0.843263,,4.47,205.7330059,-11.9943775,368.464,13.437,11.326,13.1083
CANDIDATE,1,0,Transit,K2,13.479,,0,5196.0,0.915477,,,205.7330059,-11.9943775,368.464,13.437,11.326,13.1083
CANDIDATE,1,0,Transit,K2,17.732736,23.212,1,5650.0,1.684,1.114,4.03,207.9180889,-11.9692128,1016.28,14.134,12.243,13.8972
CANDIDATE,1,0,Transit,K2,1.096473,78.0,0,,1.913,,,204.3848264,-11.8678329,1865.48,13.794,12.581,13.5325
CANDIDATE,1,1,Transit,K2,4.162764,1.5,0,,0.83,,,206.5823122,-11.5563527,221.753,12.656,10.657,12.45
CANDIDATE,1,0,Transit,K2,13.7043,1.3,0,,1.014,,,204.4388528,-11.4446549,247.376,11.897,10.204,11.6398
CANDIDATE,1,0,Transit,K2,13.52583,2.49,0,,0.927,,,202.1678472,-11.399279,393.306,13.504,11.538,13.1124
CANDIDATE,1,0,Transit,K2,13.524,,0,5531.0,0.913819,0.973,4.50446,202.1678472,-11.399279,393.306,13.504,11.538,13.1124
CANDIDATE,1,0,Transit,K2,13.52475,2.27671392,0,5570.0,0.888236,,4.59,202.1678472,-11.399279,393.306,13.504,11.538,13.1124
CANDIDATE,1,0,Transit,K2,14.311,,0,4076.0,0.614558,0.638,4.66576,200.8482825,-11.3748144,119.379,13.862,10.398,13.1644
CANDIDATE,1,0,Transit,K2,21.379793,2.088,1,4722.0,0.698,0.825,4.665,201.8001504,-11.2472248,494.551,15.32,12.807,14.9308
CANDIDATE,1,0,Transit,K2,8.853025,14.4,0,,0.87,,,205.901248,-11.2236222,701.022,14.202,12.319,13.9429
CANDIDATE,1,0,Transit,K2,8.85007649,,0,5639.0,1.12685,1.0,4.33434,205.901248,-11.2236222,701.022,14.202,12.319,13.9429
CANDIDATE,1,0,Transit,K2,8.853,,0,5639.0,1.12685,1.0,4.33434,205.901248,-11.2236222,701.022,14.202,12.319,13.9429
CANDIDATE,1,0,Transit,K2,2.58166013,,0,4998.0,0.86975,0.83,4.47836,204.4397379,-11.1925496,285.382,13.337,11.114,13.0523
CANDIDATE,1,0,Transit,K2,2.581467,5.7,0,,0.78,,,204.4397379,-11.1925496,285.382,13.337,11.114,13.0523
CANDIDATE,1,0,Transit,K2,2.581,,0,4998.0,0.86975,0.83,4.47836,204.4397379,-11.1925496,285.382,13.337,11.114,13.0523
FALSE POSITIVE,1,0,Transit,K2,2.581,,0,4076.0,0.757718,0.64,4.48523,204.4414384,-11.1922123,291.948,15.138,11.868,14.6831
FALSE POSITIVE,1,0,Transit,K2,2.58148,5.38,0,4076.0,0.757718,0.64,4.48523,204.4414384,-11.1922123,291.948,15.138,11.868,14.6831
CANDIDATE,1,0,Transit,K2,14.069,,0,,,,,208.7531273,-11.0799874,,11.798,9.883,12.0739
CANDIDATE,1,0,Transit,K2,14.07277587,,0,,,,,208.7531273,-11.0799874,,11.798,9.883,12.0739
CANDIDATE,1,0,Transit,K2,14.069121,1.8,0,,0.84,,,208.7531273,-11.0799874,,11.798,9.883,12.0739
CANDIDATE,1,0,Transit,K2,14.06928,1.83,0,,0.876,,,208.7531273,-11.0799874,,11.798,9.883,12.0739
CANDIDATE,1,0,Transit,K2,14.069759,1.86705079,0,5343.0,0.890011,,4.51,208.7531273,-11.0799874,,11.798,9.883,12.0739
CANDIDATE,1,0,Transit,K2,18.155653,55.0,0,,0.83,,,198.0748597,-11.0478053,664.868,13.967,12.25,13.8501
CANDIDATE,1,0,Transit,K2,6.373,,0,6518.0,0.991065,1.34,4.57297,197.8574379,-11.0424912,3353.73,16.9202,15.193,16.8307
CANDIDATE,1,0,Transit,K2,3.021944,10.8,0,,1.082,,,204.8157607,-10.9070038,434.609,12.97,11.288,12.6728
CANDIDATE,1,0,Transit,K2,3.021795,45.9,0,,1.09,,,204.8157607,-10.9070038,434.609,12.97,11.288,12.6728
CANDIDATE,1,0,Transit,K2,3.02164122,,0,5975.0,1.05594,1.1,4.43218,204.8157607,-10.9070038,434.609,12.97,11.288,12.6728
CANDIDATE,1,0,Transit,K2,7.783286,155.7,0,,3.83,,,205.8579439,-10.8969688,590.762,12.038,9.468,11.7297
CANDIDATE,1,0,Transit,K2,7.785,,0,4726.0,3.88144,,,205.8579439,-10.8969688,590.762,12.038,9.468,11.7297
CANDIDATE,1,0,Transit,K2,7.78608,10.9,0,,3.34,,,205.8579439,-10.8969688,590.762,12.038,9.468,11.7297
CANDIDATE,1,0,Transit,K2,7.785227,7.72094189,0,5084.0,1.817689,,3.95,205.8579439,-10.8969688,590.762,12.038,9.468,11.7297
CONFIRMED,1,2,Transit,K2,15.2841,1.12,0,,,0.95,,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,15.2841,1.39,0,,0.9757,,,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,15.28078,1.26,0,6004.0,0.98,0.99,4.45,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.226001,2.24459533,0,5928.0,0.952744,,4.49,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.2259,2.31,0,,0.9757,,,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.24110566,,0,6055.0,0.94987,1.13,4.53582,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.228555,2.32,0,6004.0,0.98,0.99,4.45,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.226,,0,6055.0,0.94987,1.13,4.53582,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CONFIRMED,1,2,Transit,K2,23.226,2.3,0,,0.95,,,205.4445125,-10.8625468,320.07,12.488,10.857,12.2038
CANDIDATE,1,0,Transit,K2,,15.2,0,,0.797,,,207.7210252,-10.7983689,499.853,14.72,12.495,14.4321
CANDIDATE,1,0,Transit,K2,4.54462,6.6,0,,0.487,,,205.6712596,-10.7690389,168.953,19.3,13.717,17.579
CANDIDATE,1,0,Transit,K2,4.545,,0,3258.0,0.248786,0.219548,4.98795,205.6712596,-10.7690389,168.953,19.3,13.717,17.579
CANDIDATE,1,0,Transit,K2,0.72436144,,0,3276.0,0.650416,0.627438,4.60926,202.6413,-10.5554017,98.10119,16.31,10.508,14.4674
CANDIDATE,1,0,Transit,K2,12.346663,2.345,1,5685.0,1.011,0.88,4.371,204.0629419,-10.2196639,803.651,14.735,12.821,14.399
CANDIDATE,1,0,Transit,K2,31.4782,2.6,0,,0.7556,,,198.2697369,-10.1126111,352.373,14.347,11.855,13.8002
CANDIDATE,1,0,Transit,K2,6.02226,2.02,0,,0.9738,,,209.8195173,-10.0721736,432.644,13.707,11.655,13.2923
CONFIRMED,1,2,Transit,K2,0.578657,1.2,0,5765.0,0.93,,4.4,210.6376171,-10.0236852,561.929,13.976,12.292,13.8326
CONFIRMED,1,2,Transit,K2,11.811437,2.3,0,5765.0,0.93,,4.4,210.6376171,-10.0236852,561.929,13.976,12.292,13.8326
CONFIRMED,1,2,Transit,K2,11.81387,2.67,0,,0.948,,,210.6376171,-10.0236852,561.929,13.976,12.292,13.8326
FALSE POSITIVE,1,0,Transit,K2,4.352428,16.6,0,,0.67,,,200.290373,-9.9491899,212.88,13.907,10.743,13.4726
FALSE POSITIVE,1,0,Transit,K2,4.35244,14.07,0,4459.0,0.764238,0.7,4.51671,200.290373,-9.9491899,212.88,13.907,10.743,13.4726
CANDIDATE,1,0,Transit,K2,2.851702,2.16,0,,0.303,,,202.3909815,-9.8106709,100.833,16.754,11.412,15.2613
CANDIDATE,1,0,Transit,K2,2.85177,3.34,0,3288.0,0.387653,0.377476,4.83807,202.3909815,-9.8106709,100.833,16.754,11.412,15.2613
CANDIDATE,1,0,Transit,K2,11.090822,1.818,1,5763.0,0.989,0.652,4.259,202.8168022,-9.7530058,593.791,13.779,12.207,13.6846
CANDIDATE,1,0,Transit,K2,13.83851,8.26,0,,2.65,,,199.5780236,-9.6918696,759.054,12.704,10.647,12.423
CANDIDATE,1,0,Transit,K2,13.843,,0,5500.0,2.5315,0.96,3.61358,199.5780236,-9.6918696,759.054,12.704,10.647,12.423
CANDIDATE,1,0,Transit,K2,13.843725,6.76064604,0,5465.0,1.641721,,3.98,199.5780236,-9.6918696,759.054,12.704,10.647,12.423
CANDIDATE,1,0,Transit,K2,13.843678,21.4,0,,0.81,,,199.5780236,-9.6918696,759.054,12.704,10.647,12.423
CANDIDATE,1,0,Transit,K2,0.32814902,,0,5793.0,1.10379,1.04,4.36933,210.272978,-9.5402384,400.006,12.896,11.053,12.5721
CANDIDATE,1,0,Transit,K2,0.984,,0,5793.0,1.10379,1.04,4.36933,210.272978,-9.5402384,400.006,12.896,11.053,12.5721
CANDIDATE,1,0,Transit,K2,0.32815384,17.1,0,,1.168,,,210.272978,-9.5402384,400.006,12.896,11.053,12.5721
CANDIDATE,1,0,Transit,K2,0.328152,14.79153996,0,5759.0,0.990035,,4.46,210.272978,-9.5402384,400.006,12.896,11.053,12.5721
CANDIDATE,1,0,Transit,K2,8.253,,0,5419.0,2.02234,0.94,3.79948,211.663174,-9.5265636,1216.38,14.193,12.194,13.9785
CANDIDATE,1,0,Transit,K2,8.25178,6.99,0,,2.161,,,211.663174,-9.5265636,1216.38,14.193,12.194,13.9785
CANDIDATE,1,0,Transit,K2,20.5827,2.98,0,,1.099,,,199.3986621,-9.4890061,503.022,13.378,11.563,13.1074
CANDIDATE,1,0,Transit,K2,19.1324,2.73,0,,1.347,,,205.3894368,-9.3908612,439.945,12.547,10.873,12.2744
CANDIDATE,1,0,Transit,K2,2.45840745,,0,5528.0,0.926086,0.97,4.49154,209.2333019,-9.1875616,528.47,14.061,12.055,13.7406
CANDIDATE,1,0,Transit,K2,2.458783,3.11,0,,0.964,,,209.2333019,-9.1875616,528.47,14.061,12.055,13.7406
CANDIDATE,1,0,Transit,K2,2.459,,0,5528.0,0.926086,0.97,4.49154,209.2333019,-9.1875616,528.47,14.061,12.055,13.7406
CANDIDATE,1,0,Transit,K2,1.05459,1.29,0,3445.0,0.533176,0.529871,4.7085,201.7367736,-8.7634221,52.05051,12.992,8.588,12.516
CANDIDATE,1,0,Transit,K2,1.054612,1.0,0,,0.36,,,201.7367736,-8.7634221,52.05051,12.992,8.588,12.516
CANDIDATE,1,0,Transit,K2,1.055,,0,3445.0,0.533176,0.529871,4.7085,201.7367736,-8.7634221,52.05051,12.992,8.588,12.516
CANDIDATE,1,0,Transit,K2,1.054604,0.824,0,,0.3,,,201.7367736,-8.7634221,52.05051,12.992,8.588,12.516
FALSE POSITIVE,1,0,Transit,K2,1.83473,29.93,0,4385.0,0.826606,0.69,4.44232,202.4855554,-8.7497693,468.892,15.401,12.338,15.029
CANDIDATE,1,0,Transit,K2,,24.0,0,,0.951,,,207.9654567,-8.6145527,467.996,13.709,11.844,13.4422
CANDIDATE,1,0,Transit,K2,5.734172,6.2,1,5192.0,2.747,1.147,3.618,206.2936004,-8.5360205,1949.06,14.911,12.699,14.5461
CANDIDATE,1,0,Transit,K2,62.841,,0,4971.0,1.13363,0.82,4.24294,203.0135472,-8.5315138,543.381,14.021,11.969,13.9033
CANDIDATE,1,0,Transit,K2,25.8614,1.58,0,,0.295,,,203.3141917,-8.48463,157.146,16.02,12.061,15.2953
CANDIDATE,1,0,Transit,K2,25.86125,2.2,0,3653.0,0.432453,0.427575,4.7972,203.3141917,-8.48463,157.146,16.02,12.061,15.2953
CANDIDATE,1,0,Transit,K2,6.430383,4.309,1,5735.0,1.054,0.839,4.314,200.1193283,-8.4644381,400.633,12.946,11.207,12.6673
CANDIDATE,1,0,Transit,K2,6.78882,2.8,0,,1.76,,,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,6.788344,1.6,0,,1.11,,,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,6.789076,1.60793495,0,5758.0,0.978493,,4.46,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,6.788,,0,5841.15,1.09551,,,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,18.5159,3.3,0,,1.76,,,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,18.517319,1.86157195,0,5758.0,0.978493,,4.46,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,18.516,,0,5841.15,1.09551,,,201.2364742,-8.1717857,178.226,10.973,9.307,10.7048
CANDIDATE,1,0,Transit,K2,2.268,,0,5789.0,2.15197,1.04,3.78943,202.6052254,-8.130244,534.898,12.201,10.28,11.7164
CANDIDATE,1,0,Transit,K2,2.2688499,,0,5789.0,2.15197,1.04,3.78943,202.6052254,-8.130244,534.898,12.201,10.28,11.7164
CANDIDATE,1,0,Transit,K2,7.264,,0,,,,,209.019361,-7.95213,,,15.077,
CANDIDATE,1,0,Transit,K2,3.4914,1.18,0,,0.572,,,200.5835238,-7.4965081,182.528,13.335,10.705,13.0372
CANDIDATE,1,0,Transit,K2,7.685505,2.084,1,5176.0,0.703,0.695,4.587,202.262238,-7.3789629,689.524,15.534,13.408,15.2823
CONFIRMED,1,2,Transit,K2,13.603,,0,4581.0,0.669035,0.724,4.64691,204.2215065,-7.3180577,336.25,14.81,12.16,14.4776
