disposition,num_stars,num_planets,discover_method,disc_facility,orbital_period,planet_radius,st_spectype,stellar_temp,stellar_radius,stellar_mass,stellar_surface_gravity,right_ascension,declination,system_distance,sy_vmag,sy_kmag,sy_gaiamag
CANDIDATE,1,0,Transit,K2,3.0459383,19.0,0,5529.0,0.89,,,95.1830838,24.9042603,264.567,11.548,9.259,10.8766
CANDIDATE,1,0,Transit,K2,3.04622,29.0,0,5529.0,0.89,,4.5,95.1830838,24.9042603,264.567,11.548,9.259,10.8766
CANDIDATE,1,0,Transit,K2,3.23792,,0,4500.0,0.639668,0.707,4.67558,100.3787709,20.9218836,127.188,12.719,10.107,12.5582
CANDIDATE,1,0,Transit,K2,3.238542,1.67,0,4446.0,0.69,,,100.3787709,20.9218836,127.188,12.719,10.107,12.5582
CANDIDATE,1,0,Transit,K2,3.2367,1.58,0,4863.0,0.74,,4.597,100.3787709,20.9218836,127.188,12.719,10.107,12.5582
CANDIDATE,1,0,Transit,K2,6.2719092,60.0,0,7254.0,1.81,,,93.5717918,18.6270161,2668.14,10.347,9.539,10.1789
FALSE POSITIVE,1,0,Transit,K2,23.7782,98.0,0,7498.0,2.09,,4.03,97.7746683,17.7011893,401.292,10.411,9.856,10.4274
CANDIDATE,1,0,Transit,K2,1.42636,6.66,0,,4.28,,,96.352041,24.6658505,1062.67,10.509,9.787,10.402
CANDIDATE,1,0,Transit,K2,3.979287,37.5,0,7430.0,1.84,,,99.5107441,20.9392785,713.075,11.372,10.73,11.5166
CANDIDATE,1,0,Transit,K2,2.1417519,86.2,0,6492.0,1.59,,,96.5994993,27.9455981,471.459,10.311,9.331,10.3219
CANDIDATE,1,0,Transit,K2,2.86136,,0,3697.0,0.50129,0.499329,4.73628,104.3493021,19.5069285,161.444,15.597,11.676,14.8633
CANDIDATE,1,0,Transit,K2,3.10622,,0,3636.0,0.501135,0.499177,4.73641,100.404621,24.20664,182.319,16.07,11.941,15.2193
CANDIDATE,1,0,Transit,K2,1.814553,,0,4618.0,10.0566,,,99.5551497,18.2284424,3901.1,15.697,11.726,15.0307
CANDIDATE,1,0,Transit,K2,17.1541,,0,4930.0,16.1325,,,93.8869534,27.4102179,6475.27,15.619,11.795,15.1318
CANDIDATE,1,0,Transit,K2,12.1507,1.48,0,,0.83,,,104.3167135,20.1241138,138.859,11.28,9.646,11.4122
CANDIDATE,1,0,Transit,K2,2.4343734,61.4,0,5568.0,0.9,,,94.4496805,25.6025195,701.156,12.248,10.6,12.0965
CANDIDATE,1,0,Transit,K2,1.8490876,17.3,0,5693.0,0.96,,,97.0056091,16.3888806,502.407,12.376,10.83,12.3617
CANDIDATE,1,0,Transit,K2,2.620724,11.7,0,6013.0,1.14,,,95.6412795,14.7417216,419.286,11.512,10.201,11.4672
CANDIDATE,1,0,Transit,K2,2.620799,37.0,0,,1.725,,,95.6412795,14.7417216,419.286,11.512,10.201,11.4672
CANDIDATE,1,0,Transit,K2,2.62077,58.0,0,6302.0,1.4,,4.23,95.6412795,14.7417216,419.286,11.512,10.201,11.4672
CANDIDATE,1,0,Transit,K2,1.314437,3.09990986,0,6009.0,1.472064,,4.09,91.4535759,23.4845208,391.428,11.706,10.266,11.5156
CANDIDATE,1,0,Transit,K2,1.3144014,2.78,0,6137.0,1.23,,,91.4535759,23.4845208,391.428,11.706,10.266,11.5156
CANDIDATE,1,0,Transit,K2,4.8045244,3.62,0,6187.0,1.28,,,101.0791483,28.1135803,704.55,11.782,10.117,11.3269
CANDIDATE,1,0,Transit,K2,6.14818,,0,6591.31,2.29043,,,90.2285333,23.9387495,367.29,11.554,9.697,
CANDIDATE,1,0,Transit,K2,1.49761,,0,,,,,99.9899769,17.1809487,287.802,11.857,9.874,
CANDIDATE,1,0,Transit,K2,6.479656,3.33165021,0,5586.0,0.921539,,4.5,91.3638053,21.2560107,433.512,13.492,11.826,13.3578
CANDIDATE,1,0,Transit,K2,6.48167,3.46,0,,0.922,,,91.3638053,21.2560107,433.512,13.492,11.826,13.3578
CANDIDATE,1,0,Transit,K2,6.4804111,3.39,0,5537.0,0.89,,,91.3638053,21.2560107,433.512,13.492,11.826,13.3578
CANDIDATE,1,0,Transit,K2,2.8445331,65.3,0,6045.0,1.16,,,103.0523211,25.3390548,304.179,10.605,9.332,10.5671
CANDIDATE,1,0,Transit,K2,0.6687,2.22,0,,1.942,,,104.4368858,24.2657613,236.832,9.99,8.722,9.88677
CANDIDATE,1,0,Transit,K2,13.3461,42.0,0,,2.575,,,92.6124668,16.865197,724.25,11.361,10.394,11.5014
CANDIDATE,1,0,Transit,K2,4.13737,24.5,0,,1.03,,,98.2743565,16.8702315,680.973,14.751,12.208,14.4841
CANDIDATE,1,0,Transit,K2,4.1376047,7.33,0,4581.0,0.7,,,98.2743565,16.8702315,680.973,14.751,12.208,14.4841
CANDIDATE,1,0,Transit,K2,2.469851,6.6,0,,1.479,,,96.1610663,21.1257415,252.6583,10.158,8.935,
CANDIDATE,1,0,Transit,K2,0.690458,,0,6912.12,1.50882,,,100.4631493,27.0971763,459.014,11.534,10.421,11.4997
CANDIDATE,1,0,Transit,K2,0.689647,6.58,0,6481.0,1.08,,4.0,100.4631493,27.0971763,459.014,11.534,10.421,11.4997
CANDIDATE,1,0,Transit,K2,4.1687922,16.1,0,6005.0,1.14,,,102.2013162,17.1618942,337.891,12.369,11.031,12.3758
CANDIDATE,1,0,Transit,K2,21.17051,81.0,0,,2.536,,,104.7032827,19.1929542,764.195,11.952,10.517,11.7238
CANDIDATE,1,0,Transit,K2,5.319375537,19.66846395,0,6350.0,2.36934,,3.78918,96.679195,25.2050015,835.907,12.334,10.884,12.179
CANDIDATE,1,0,Transit,K2,5.319075,20.0,0,,2.28,,,96.679195,25.2050015,835.907,12.334,10.884,12.179
FALSE POSITIVE,1,0,Transit,K2,12.86772,71.0,0,6861.0,1.79,,4.11,99.3805518,26.7864507,760.324,13.12,11.629,12.9556
FALSE POSITIVE,1,0,Transit,K2,12.866412,61.0,0,,1.642,,,99.3805518,26.7864507,760.324,13.12,11.629,12.9556
FALSE POSITIVE,1,0,Transit,K2,12.866539,22.3,0,6066.0,1.18,,,99.3805518,26.7864507,760.324,13.12,11.629,12.9556
FALSE POSITIVE,1,0,Transit,K2,1.8461222,19.5,0,7536.0,1.82,,,98.047519,27.2197459,1120.21,13.601,12.223,13.4593
FALSE POSITIVE,1,0,Transit,K2,1.84617,2.14,0,3252.0,0.21,,5.08,98.047519,27.2197459,1120.21,13.601,12.223,13.4593
CANDIDATE,1,0,Transit,K2,6.6223,,0,5000.0,5.54598,,,92.1512224,23.7924451,3649.9,15.724,12.662,15.5167
CANDIDATE,1,0,Transit,K2,0.5217136,452.0,0,,11.27,,,92.5914383,27.4454618,1383.32,11.76,8.832,11.4542
CANDIDATE,1,0,Transit,K2,11.975818,8.43,0,3320.0,0.28,,,247.4260725,-29.2017505,1565.84,16.398,11.899,15.429
CANDIDATE,1,0,Transit,K2,11.97495,256.0,0,5200.0,3.4,,3.32,247.4260725,-29.2017505,1565.84,16.398,11.899,15.429
CANDIDATE,1,0,Transit,K2,5.9895,2.04,0,,1.03,,,247.9793338,-29.0642073,144.192,10.435,9.004,10.303
CANDIDATE,1,0,Transit,K2,28.707623,21.2,0,5838.0,1.03,,,242.8978737,-28.9346559,603.858,12.362,10.749,12.1514
CANDIDATE,1,0,Transit,K2,15.4715,9.2,0,5791.0,1.89,,4.005,243.8422245,-28.7802178,427.205,12.663,10.49,12.4043
CANDIDATE,1,0,Transit,K2,15.465691,4.13,0,4989.0,0.76,,,243.8422245,-28.7802178,427.205,12.663,10.49,12.4043
CANDIDATE,1,0,Transit,K2,15.466674,16.12109089,0,5807.0,1.231429,,4.25,243.8422245,-28.7802178,427.205,12.663,10.49,12.4043
CANDIDATE,1,0,Transit,K2,1.4556637,,0,6520.0,1.84406,1.341,4.03395,244.2208049,-28.7303903,462.95,12.074,10.232,11.7989
CANDIDATE,1,0,Transit,K2,1.45556515,71.0,0,,2.043,,,244.2208049,-28.7303903,462.95,12.074,10.232,11.7989
CANDIDATE,1,0,Transit,K2,3.3262396,1.16,0,3404.0,0.33,,,244.0668921,-28.6491427,4791.68,13.093,8.366,12.1804
CANDIDATE,1,0,Transit,K2,3.32592848,,0,4017.0,60.6949,,,244.0668921,-28.6491427,4791.68,13.093,8.366,12.1804
CANDIDATE,1,0,Transit,K2,3.3255,1080.0,0,,85.0,,,244.0668921,-28.6491427,4791.68,13.093,8.366,12.1804
CANDIDATE,1,0,Transit,K2,13.1426,200.0,0,,13.9,,,249.1644576,-28.4111595,3363.81,16.545,11.917,15.8068
CANDIDATE,1,0,Transit,K2,4.474513,8.16881084,0,6081.0,2.221057,,3.88,249.1600007,-28.2390752,696.124,13.18,10.805,12.7788
CANDIDATE,1,0,Transit,K2,4.4743465,3.06,0,5248.0,0.81,,,249.1600007,-28.2390752,696.124,13.18,10.805,12.7788
CANDIDATE,1,0,Transit,K2,4.47471,22.0,0,,2.486,,,249.1600007,-28.2390752,696.124,13.18,10.805,12.7788
CANDIDATE,1,0,Transit,K2,2.1989041,46.6,0,4938.0,0.75,,,245.5479136,-28.1619428,,12.386,9.878,13.3907
CANDIDATE,1,0,Transit,K2,4.1657292,1.86,0,3442.0,0.36,,,246.5591625,-27.9830801,9319.51,15.401,10.369,14.3752
FALSE POSITIVE,1,0,Transit,K2,0.6308,,0,,,,,243.3287332,-27.734057,,15.469,9.623,
CANDIDATE,1,0,Transit,K2,0.2358684,6.1,0,,1.792,,,245.3768295,-27.7061138,349.365,13.334,10.046,12.5286
CANDIDATE,1,0,Transit,K2,12.99109,43.0,0,,4.5,,,244.6100128,-27.4570498,,16.257,11.903,15.4797
CANDIDATE,1,0,Transit,K2,1.7359447,1.89,0,5354.0,0.84,,,250.4531166,-27.3610213,880.659,12.779,10.862,12.4966
CANDIDATE,1,0,Transit,K2,1.8389349,0.837,0,3930.0,0.58,,,243.8127455,-27.2622661,35.4342,11.189,7.637,10.6678
CANDIDATE,1,0,Transit,K2,1.83916,0.62,0,,0.48,,,243.8127455,-27.2622661,35.4342,11.189,7.637,10.6678
CANDIDATE,1,0,Transit,K2,2.032664,1.92,0,,0.535,,,247.1360171,-27.1235298,111.941,15.459,10.992,14.3506
CANDIDATE,1,0,Transit,K2,6.11706,1.76,0,,0.535,,,247.1360171,-27.1235298,111.941,15.459,10.992,14.3506
CANDIDATE,1,0,Transit,K2,1.859017,64.0,0,6842.0,2.03,,4.01,239.8792061,-26.604366,601.432,11.828,10.586,12.0994
CANDIDATE,1,0,Transit,K2,1.85872487,,0,6015.0,2.01889,1.11,3.87316,239.8792061,-26.604366,601.432,11.828,10.586,12.0994
CANDIDATE,1,0,Transit,K2,1.8590179,30.5,0,6244.0,1.33,,,239.8792061,-26.604366,601.432,11.828,10.586,12.0994
CANDIDATE,1,0,Transit,K2,540.0,5.7,0,5200.0,0.94,,,240.9764776,-26.5537396,511.443,11.877,10.324,11.5903
CANDIDATE,1,0,Transit,K2,,12.81,0,,1.947,,,240.9764776,-26.5537396,511.443,11.877,10.324,11.5903
FALSE POSITIVE,1,0,Transit,K2,1.4408,,0,4154.0,1.58859,,,246.4912542,-26.0104676,157.614,12.892,8.535,12.0723
FALSE POSITIVE,1,0,Transit,K2,0.841202,82.0,0,6237.0,2.31,,3.85,244.1720262,-25.9805673,523.657,12.949,9.828,12.2881
CANDIDATE,1,0,Transit,K2,0.8411257,0.884,0,4289.0,0.66,,,244.1629354,-25.8700704,676.494,13.855,10.645,13.2366
CANDIDATE,1,0,Transit,K2,0.17566,3.11,0,6620.0,1.15,,4.19,243.9553734,-25.8184824,555.171,12.711,9.847,12.1885
CANDIDATE,1,0,Transit,K2,29.33873041,,0,3171.0,0.528528,0.525532,4.71253,240.6852933,-25.725743,148.374,,11.328,15.3988
FALSE POSITIVE,1,0,Transit,K2,22.7984,9.0,0,6195.0,1.37,,4.18,246.2660064,-25.6524338,,15.035,11.469,14.4889
CANDIDATE,1,0,Transit,K2,1.68027,2.9,0,,1.275,,,253.038729,-25.5306763,247.386,11.713,9.787,11.4576
CANDIDATE,1,0,Transit,K2,2.54427583,,0,8188.0,3.23826,2.003,3.71913,252.2223357,-25.5079566,354.001,8.641,8.061,8.6024
CANDIDATE,1,0,Transit,K2,0.7099504,80.0,0,,2.065,,,239.2255102,-25.4738433,685.821,12.611,10.847,12.3351
FALSE POSITIVE,1,0,Transit,K2,1.8204,,0,3112.0,0.5139,0.511624,4.72526,242.6317089,-25.2672637,161.737,,11.603,15.8035
FALSE POSITIVE,1,0,Transit,K2,2.809,,0,2901.0,0.474383,0.472176,4.75991,244.1277536,-25.2057083,166.168,,11.907,16.6459
FALSE POSITIVE,1,0,Transit,K2,1.404411,99.0,0,6933.0,2.02,,4.02,244.1277536,-25.2057083,166.168,,11.907,16.6459
FALSE POSITIVE,1,0,Transit,K2,1.4044283,3.66,0,2721.0,0.12,,,244.1277536,-25.2057083,166.168,,11.907,16.6459
CANDIDATE,1,0,Transit,K2,3.400858,14.1,0,,0.983,,,252.8617981,-25.0535105,279.968,11.201,9.477,10.975
CANDIDATE,1,0,Transit,K2,3.4007758,5.57,0,5520.0,0.89,,,252.8617981,-25.0535105,279.968,11.201,9.477,10.975
CANDIDATE,1,2,Transit,K2,,7.51,0,,1.249,,,242.5734559,-24.9906029,170.562,11.275,9.18,10.9072
CANDIDATE,1,0,Transit,K2,,,0,3095.0,,,,253.4260962,-24.9408867,867.306,10.015,3.447,8.18226
FALSE POSITIVE,1,0,Transit,K2,8.2781,,0,6520.0,,,,247.1370292,-24.7987348,,14.802,10.657,
FALSE POSITIVE,1,0,Transit,K2,8.2758,10.2,0,5926.0,1.6,,4.16,247.1370292,-24.7987348,,14.802,10.657,
FALSE POSITIVE,1,0,Transit,K2,8.2766395,0.724,0,2586.0,0.11,,,247.1370292,-24.7987348,,14.802,10.657,
FALSE POSITIVE,1,0,Transit,K2,0.6199,,0,2978.0,0.596423,0.585161,4.65423,242.4702944,-24.6983209,147.465,,10.926,15.4752
CANDIDATE,1,0,Transit,K2,28.46762,37.0,0,,1.97,,,253.2473212,-24.6262888,450.603,12.137,10.465,11.9423
CANDIDATE,1,0,Transit,K2,28.465633,18.4,0,5700.0,0.96,,,253.2473212,-24.6262888,450.603,12.137,10.465,11.9423
FALSE POSITIVE,1,0,Transit,K2,4.5417,,0,2897.0,0.641751,0.620907,4.61636,244.3290388,-24.6219639,,,10.76,15.6318
CANDIDATE,1,0,Transit,K2,83830.0,12.0,0,4000.0,0.74,,,244.3807553,-24.437006,446.905,9.538,6.321,9.05299
CANDIDATE,1,0,Transit,K2,8.79689,4.85,0,,2.047,,,253.0328697,-24.3879636,377.553,12.166,9.842,11.7872
CANDIDATE,1,0,Transit,K2,1.153886,99.0,0,6841.0,1.8,,4.09,252.4227596,-24.3737862,588.018,12.23,10.519,11.867
CANDIDATE,1,0,Transit,K2,1.6398934,33.0,0,5175.0,0.79,,,243.8244349,-24.3192726,441.991,12.505,10.342,12.1274
FALSE POSITIVE,1,0,Transit,K2,1.486243,58.0,0,5991.0,1.87,,3.984,252.2438413,-23.8914989,809.464,16.471,11.692,15.5411
CANDIDATE,1,0,Transit,K2,23.210585,5.7,0,5244.0,0.81,,,242.7532415,-23.840347,239.55,11.848,9.847,11.5816
CANDIDATE,1,0,Transit,K2,23.21037,15.3,0,,1.207,,,242.7532415,-23.840347,239.55,11.848,9.847,11.5816
CANDIDATE,1,0,Transit,K2,1.330023,44.0,0,,2.4,,,253.1042177,-23.5694775,336.974,10.662,9.032,10.3709
CANDIDATE,1,0,Transit,K2,50.73641,10.31,0,,1.349,,,242.3657824,-23.5545059,334.817,12.251,10.398,11.9874
FALSE POSITIVE,1,0,Transit,K2,1.124,,0,3074.0,0.50547,0.503436,4.73262,243.9968794,-23.4935346,138.15,17.185,11.312,15.6597
FALSE POSITIVE,1,0,Transit,K2,0.7474,,0,,,,,246.3961379,-23.4053136,133.312,7.27,5.775,7.07504
CANDIDATE,1,0,Transit,K2,46.1373,2.6,0,,0.723,,,239.2624997,-23.2807451,290.683,14.003,11.198,13.5312
CANDIDATE,1,0,Transit,K2,1.957,,0,3913.0,45.3731,,,248.6633692,-22.9708723,1236.49,12.971,5.743,11.1065
CANDIDATE,1,0,Transit,K2,22.6398,1.27,0,,0.862,,,247.4302723,-22.8473721,94.2591,10.165,8.59,10.0371
CANDIDATE,1,0,Transit,K2,24.193613,30.7,0,5457.0,0.87,,,250.4137354,-22.8284511,665.223,11.429,9.658,11.0576
CANDIDATE,1,0,Transit,K2,2.784496,2.09,0,,0.256,,,246.86899,-22.7910827,102.889,17.18,11.584,15.3473
CANDIDATE,1,0,Transit,K2,0.64292573,,0,2914.0,0.362033,0.348098,4.86227,245.3200013,-22.6936469,134.261,,12.225,17.1932
FALSE POSITIVE,1,0,Transit,K2,1.4562,,0,,,,,240.3397765,-22.6242127,,16.5,10.052,14.6533
FALSE POSITIVE,1,0,Transit,K2,2.8742,,0,3648.0,1.41662,,,240.5015904,-22.3567255,144.025,13.699,8.842,12.5627
CANDIDATE,1,0,Transit,K2,10.2236,132.0,0,6960.0,2.04,,4.05,240.7566702,-22.1313448,143.715,,11.729,16.4228
FALSE POSITIVE,1,0,Transit,K2,1.6281,,0,5691.0,2.74444,1.013,3.56677,241.824054,-22.0602594,144.951,8.7,7.047,8.509111
CANDIDATE,1,0,Transit,K2,2.7518,0.669,0,,0.647,,,248.394703,-21.965461,60.5309,11.11,8.337,10.629
CANDIDATE,1,0,Transit,K2,,133.0,0,,8.12,,,239.6968009,-21.8948659,509.051,10.266,7.52,9.88772
CANDIDATE,1,0,Transit,K2,23.277669,32.8,0,4379.0,0.68,,,247.1574907,-21.7675731,423.406,14.307,11.193,13.7131
CANDIDATE,1,0,Transit,K2,24.6842,2.49,0,,1.17,,,240.8283058,-21.7560956,273.868,12.248,10.249,11.882
CANDIDATE,1,0,Transit,K2,2.2,8.4,0,4800.0,0.87,,,247.9469488,-21.5234812,305.337,12.766,10.361,12.3715
CANDIDATE,1,0,Transit,K2,2.6454165,9.47,0,5179.0,0.79,,,244.8207081,-21.4599992,528.025,11.961,10.298,11.649
CANDIDATE,1,0,Transit,K2,2.64594828,,0,6634.0,1.98054,1.39,3.98751,244.8207081,-21.4599992,528.025,11.961,10.298,11.649
CANDIDATE,1,0,Transit,K2,20.98296043,,0,4822.0,0.739921,0.781,4.59235,243.7067684,-21.4237002,366.941,14.905,12.073,14.4924
CANDIDATE,1,0,Transit,K2,1.5271792,,0,5359.0,0.899453,0.93,4.49859,245.8138614,-21.3461111,559.822,15.154,12.421,14.6666
CANDIDATE,1,1,Transit,K2,7.8392,1.46,0,,1.115,,,238.8197061,-21.0269691,187.222,11.372,9.623,11.5285
FALSE POSITIVE,1,0,Transit,K2,9.2048,,0,11886.0,3.61562,3.165,3.82208,239.4185534,-20.9831714,155.751,5.84,5.734,5.80898
CANDIDATE,1,0,Transit,K2,2.32046168,,0,,,,,239.9418766,-20.9699236,170.111,10.015,8.474,
CANDIDATE,1,0,Transit,K2,2.320937,15.7,0,,1.157,,,239.9418766,-20.9699236,170.111,10.015,8.474,
CANDIDATE,1,0,Transit,K2,1.94297,2.571,1,3197.0,0.436,0.486,4.846,240.5178856,-20.8452602,143.701,,11.827,16.7304
FALSE POSITIVE,1,0,Transit,K2,1.3178719,62.0,0,,1.975,,,249.5550047,-20.4763359,552.872,12.734,10.488,12.3543
FALSE POSITIVE,1,0,Transit,K2,1.3179,55.0,0,5876.0,1.07,,4.39,249.5550047,-20.4763359,552.872,12.734,10.488,12.3543
CANDIDATE,1,0,Transit,K2,0.2338108,,0,,,,,240.4445692,-20.4447494,,18.3374,15.38,18.2041
FALSE POSITIVE,1,0,Transit,K2,1.1488,,0,3429.0,0.984957,0.418,4.07241,238.7713112,-20.4356029,144.086,15.15,9.744,13.8428
CANDIDATE,1,0,Transit,K2,46.38363,3.22,0,,0.762,,,249.3309961,-20.4286731,116.189,11.912,9.417,11.573
CANDIDATE,1,0,Transit,K2,46.40651,3.35,0,4812.0,0.73,,,249.3309961,-20.4286731,116.189,11.912,9.417,11.573
CANDIDATE,1,0,Transit,K2,16.56127,0.957,0,,0.258,,,239.9970933,-20.4091199,81.38137,13.346,9.251,
CANDIDATE,1,0,Transit,K2,16.563155,1.66,0,3669.0,0.48,,,239.9970933,-20.4091199,81.38137,13.346,9.251,
CANDIDATE,1,0,Transit,K2,18.357773,1.74,0,4937.0,0.75,,,242.0579035,-20.2883588,337.993,12.753,10.546,12.5085
CANDIDATE,1,0,Transit,K2,18.3647,2.61,0,,1.22,,,242.0579035,-20.2883588,337.993,12.753,10.546,12.5085
CANDIDATE,1,0,Transit,K2,21.9184,3.18,0,,0.72,,,245.551683,-19.9298146,293.873,15.329,11.012,14.3662
CANDIDATE,1,0,Transit,K2,49.8558,3.29,0,,1.359,,,242.5725134,-19.9260062,166.757,10.711,8.849,10.482
CANDIDATE,1,0,Transit,K2,4.9818921,2.66,0,5849.0,1.04,,,249.0251664,-19.7445289,211.632,12.293,9.712,11.7728
CANDIDATE,1,0,Transit,K2,4.98049071,,0,5234.0,1.13733,0.893,4.27715,249.0251664,-19.7445289,211.632,12.293,9.712,11.7728
CANDIDATE,1,0,Transit,K2,4.981838,2.39347065,0,5774.0,0.978267,,4.37,249.0251664,-19.7445289,211.632,12.293,9.712,11.7728
CANDIDATE,1,0,Transit,K2,4.98205,2.3,0,5594.0,1.01,,4.382,249.0251664,-19.7445289,211.632,12.293,9.712,11.7728
CANDIDATE,1,0,Transit,K2,4.9815,2.39,0,,0.92,,,249.0251664,-19.7445289,211.632,12.293,9.712,11.7728
CANDIDATE,1,0,Transit,K2,3.3055191,1.27,0,3430.0,0.35,,,242.1683542,-19.6968996,91.0366,16.07,11.453,14.9533
CANDIDATE,1,0,Transit,K2,3.30524,6.6,0,,1.79,,,242.1683542,-19.6968996,91.0366,16.07,11.453,14.9533
FALSE POSITIVE,1,0,Transit,K2,1.8361,,0,,,,,242.6099732,-19.6641652,,16.939,10.402,
CANDIDATE,1,0,Transit,K2,14.5444413,,0,,,,,250.0433702,-19.6594062,,15.89,10.916,
CANDIDATE,1,0,Transit,K2,4.30221683,,0,7168.62,4.08069,1.6,3.42072,252.6635796,-19.6439489,684.616,10.818,9.233,10.5502
FALSE POSITIVE,1,0,Transit,K2,8.02678456,,0,4708.46,5.5996,,,251.8883544,-19.5793619,933.196,13.598,9.794,12.8641
FALSE POSITIVE,1,0,Transit,K2,8.0241306,4.42,0,3939.0,0.58,,,251.8883544,-19.5793619,933.196,13.598,9.794,12.8641
FALSE POSITIVE,1,0,Transit,K2,8.02415,194.0,0,4734.0,6.1,,2.95,251.8883544,-19.5793619,933.196,13.598,9.794,12.8641
FALSE POSITIVE,1,0,Transit,K2,8.02335,86.0,0,,5.13,,,251.8883544,-19.5793619,933.196,13.598,9.794,12.8641
CANDIDATE,1,0,Transit,K2,11.31028,18.9,0,,1.44,,,248.3992331,-19.4792517,843.771,16.465,12.612,15.8276
CANDIDATE,1,0,Transit,K2,11.31009,130.0,0,4793.0,10.0,,2.37,248.3992331,-19.4792517,843.771,16.465,12.612,15.8276
CANDIDATE,1,0,Transit,K2,16.63311,44.0,0,5700.0,2.19,,3.84,248.448636,-19.1778194,233.887,14.545,10.12,13.5906
CANDIDATE,1,0,Transit,K2,16.63237,10.7,0,3648.0,0.47,,,248.448636,-19.1778194,233.887,14.545,10.12,13.5906
CANDIDATE,1,0,Transit,K2,16.63091654,,0,5121.0,1.27372,0.862,4.16342,248.448636,-19.1778194,233.887,14.545,10.12,13.5906
CANDIDATE,1,0,Transit,K2,1.057171,1.51,0,,1.004,,,242.7831769,-19.1751977,265.263,13.826,10.704,13.2285
FALSE POSITIVE,1,0,Transit,K2,4.377326,27.0,0,5928.0,1.43,,4.08,253.1604535,-19.1616989,476.35,12.706,10.554,12.4132
FALSE POSITIVE,1,0,Transit,K2,4.37983009,,0,5982.0,1.60152,1.1,4.07039,253.1604535,-19.1616989,476.35,12.706,10.554,12.4132
FALSE POSITIVE,1,0,Transit,K2,4.377339,31.9,0,,1.691,,,253.1604535,-19.1616989,476.35,12.706,10.554,12.4132
FALSE POSITIVE,1,0,Transit,K2,4.3772986,16.6,0,5102.0,0.78,,,253.1604535,-19.1616989,476.35,12.706,10.554,12.4132
CANDIDATE,1,0,Transit,K2,0.980414,1.58,0,4202.0,0.66,,4.758,245.1798804,-19.1443126,157.823,14.147,10.524,13.4865
CANDIDATE,1,0,Transit,K2,0.98036126,1.44,0,3932.0,0.58,,,245.1798804,-19.1443126,157.823,14.147,10.524,13.4865
CANDIDATE,1,0,Transit,K2,0.97988263,,0,4063.0,0.701061,0.664242,4.56888,245.1798804,-19.1443126,157.823,14.147,10.524,13.4865
CANDIDATE,1,0,Transit,K2,0.980294,1.81,0,,0.685,,,245.1798804,-19.1443126,157.823,14.147,10.524,13.4865
CANDIDATE,1,0,Transit,K2,14.2005,2.36,0,,0.786,,,251.5914378,-19.0501824,219.312,13.507,10.377,12.9486
CANDIDATE,1,0,Transit,K2,28.8077,2.08,0,,0.215,,,250.7570798,-18.8713241,97.068,17.58,12.816,16.5654
CANDIDATE,1,0,Transit,K2,3.75927,68.0,0,,10.7,,,245.2698986,-18.7691674,272.331,17.8714,12.762,16.6205
CANDIDATE,1,0,Transit,K2,2.41628,2.68,0,,1.01,,,246.879865,-18.6752663,271.855,14.625,10.487,13.8065
CANDIDATE,1,0,Transit,K2,2.4165066,0.988,0,3483.0,0.38,,,246.879865,-18.6752663,271.855,14.625,10.487,13.8065
CANDIDATE,1,0,Transit,K2,4.4984354,3.12,0,4309.0,0.66,,,247.0434622,-18.6239525,533.784,15.788,12.084,15.1915
CANDIDATE,1,0,Transit,K2,0.3938505,13.7,0,,2.16,,,242.3165723,-17.9436003,1418.18,12.831,11.692,12.5915
CANDIDATE,1,0,Transit,K2,2.3240489,33.4,0,5107.0,0.78,,,241.5275444,-17.417342,223.184,11.134,9.072,11.0074
CANDIDATE,1,0,Transit,K2,1.86732,0.648,0,,0.693,,,242.9236052,-17.3760132,103.821,11.376,9.337,11.3433
CANDIDATE,1,0,Transit,K2,22.9735,2.61,0,,1.067,,,249.4014625,-17.2921568,289.569,13.629,10.649,12.9702
FALSE POSITIVE,1,0,Transit,K2,5.6683,,0,3521.0,0.956267,0.471,4.14993,245.8522044,-17.2909833,128.81,14.953,9.652,13.447
CANDIDATE,1,0,Transit,K2,14.658196,1.6,0,3610.0,0.45,,,247.4748134,-17.2472927,45.7725,13.242,8.965,12.276
CANDIDATE,1,0,Transit,K2,14.65835,1.12,0,,0.339,,,247.4748134,-17.2472927,45.7725,13.242,8.965,12.276
CANDIDATE,1,0,Transit,K2,6.4349,2.47,0,,1.493,,,243.351091,-17.1551958,381.071,12.743,10.653,12.5001
CANDIDATE,1,0,Transit,K2,4.27065,7.6,0,,1.5,,,248.2326858,-16.9754206,49.5536,17.0,11.447,15.4082
CANDIDATE,1,0,Transit,K2,7.64309,8.0,0,,1.5,,,248.2326858,-16.9754206,49.5536,17.0,11.447,15.4082
CANDIDATE,1,0,Transit,K2,16.858,5.6,0,5957.0,1.07,,4.351,244.8635344,-16.6892105,314.232,12.431,10.414,12.118
CANDIDATE,1,0,Transit,K2,2.167697,12.14,0,,2.489,,,244.8335028,-16.3371967,715.205,12.612,10.742,12.3894
CANDIDATE,1,0,Transit,K2,19.2299,1.96,0,,0.612,,,249.1140807,-16.2289316,143.287,13.86,10.454,13.2905
CANDIDATE,1,0,Transit,K2,5.07152,3.2,0,,0.426,,,245.0549931,-16.0690381,129.055,15.675,11.133,14.5914
